ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_Revenue,Response,Marital_Status_Binary,Kids,date,monto_gastado
8151,33,Basic,Married,24279.0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,11,0,1,0,December,263
5140,38,PhD,Married,64355.0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,11,0,1,1,Aug,1445
10160,67,Master,Together,50943.0,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,11,0,1,1,Jun,46
4945,70,Graduation,Widow,53653.0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,11,0,0,0,November,1210
10584,47,Graduation,Married,65665.0,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,11,0,1,1,December,945
6071,34,Graduation,Single,81217.0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,11,0,0,0,July,1157
3386,31,Graduation,Married,34935.0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,11,0,1,0,Jun,137
8939,64,Graduation,Divorced,61250.0,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,11,0,0,1,December,730
9925,42,PhD,Together,39665.0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,11,0,1,1,May,216
4320,44,Graduation,Single,60152.0,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,11,0,0,1,March,943
5389,59,Graduation,Married,48920.0,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,11,0,1,2,Oct,347
6036,64,Master,Together,89120.0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,11,0,1,0,March,1924
182,77,PhD,Together,44124.0,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,11,0,1,1,May,397
203,48,Master,Single,81169.0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,11,0,0,0,Apr,2089
11025,62,Graduation,Married,36443.0,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,11,0,1,2,Feb,138
10203,33,Graduation,Single,26095.0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,11,0,0,1,Jun,42
4607,64,Graduation,Together,71367.0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,11,0,1,0,Aug,777
3711,79,Master,Married,80184.0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,11,0,1,0,March,1902
3696,58,Graduation,Divorced,30630.0,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,11,0,0,2,Yan,52
2532,36,Master,Single,73454.0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,11,0,0,0,March,1651
9214,32,Graduation,Married,42691.0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,11,0,1,0,Aug,358
4943,70,Graduation,Married,70503.0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,11,0,1,0,Sep,1727
35,36,Graduation,Married,25545.0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,11,1,1,1,Sep,210
2258,37,Graduation,Married,32880.0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,December,42
4322,65,PhD,Together,77863.0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,11,0,1,0,November,1291
713,46,Master,Married,50353.0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,11,0,1,0,Jun,442
4702,59,Graduation,Single,61839.0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,11,0,0,0,Aug,1895
3281,63,PhD,Married,49154.0,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,11,0,1,2,November,411
702,48,2n Cycle,Widow,47682.0,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,11,0,0,1,Feb,521
2004,54,Graduation,Single,72679.0,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,11,0,0,1,Sep,1168
4769,46,Master,Together,57954.0,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,11,0,1,2,Jun,493
4437,61,Graduation,Married,65316.0,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,11,0,1,2,Apr,260
8724,41,Graduation,Single,28567.0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,11,0,0,1,Jun,46
10741,72,Master,Together,47352.0,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,11,0,1,1,Apr,319
1991,56,Graduation,Together,44931.0,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,11,0,1,1,Yan,96
6931,56,Graduation,Divorced,76982.0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,11,1,0,0,Feb,1062
11096,71,2n Cycle,Together,57247.0,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,11,0,1,1,Aug,232
304,42,Master,Single,22944.0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,11,0,0,1,December,76
3665,46,2n Cycle,Together,25315.0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,11,0,1,1,November,54
10591,54,Graduation,Widow,43638.0,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,11,0,0,1,Aug,201
5036,39,PhD,Single,42710.0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,11,0,0,1,November,406
5547,41,PhD,Married,84169.0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,11,1,1,0,Aug,1919
7822,47,Graduation,Together,54058.0,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,11,0,1,1,Jun,662
8541,33,2n Cycle,Married,24683.0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,11,0,1,1,March,41
10955,59,Graduation,Widow,85620.0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,11,1,0,0,Yan,1600
4368,43,Graduation,Married,47850.0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,11,0,1,1,December,134
9671,55,Graduation,Married,19514.0,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,11,1,1,2,Yan,69
2256,50,Master,Married,27159.0,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,11,0,1,2,March,21
4279,60,2n Cycle,Single,39548.0,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,11,0,0,2,March,54
5371,34,Graduation,Single,21474.0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,11,1,0,1,Apr,91
9240,52,PhD,Single,60504.0,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,11,0,0,1,Feb,526
9460,60,Graduation,Married,22419.0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,11,0,1,0,Apr,162
9504,74,Master,Married,81698.0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,11,1,1,0,November,1008
8692,71,Graduation,Together,43462.0,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,11,0,1,2,Sep,240
448,45,PhD,Single,54880.0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,11,0,0,1,March,795
8314,41,Graduation,Married,79908.0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,11,0,1,0,Apr,1772
8420,53,2n Cycle,Married,15315.0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,11,0,1,0,Aug,64
3174,64,Graduation,Together,87771.0,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,11,1,1,1,May,1957
7685,45,Graduation,Married,33039.0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,11,0,1,1,Sep,78
3179,43,Graduation,Single,81741.0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,11,0,0,0,Jun,1572
9780,52,Master,Together,71499.0,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,11,0,1,1,Jun,795
10681,53,2n Cycle,Married,62466.0,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,11,0,1,1,Yan,889
10232,60,PhD,Divorced,48799.0,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,11,0,0,1,November,331
4184,73,PhD,Together,52157.0,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,11,0,1,1,Jun,265
9120,61,Graduation,Single,66565.0,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,11,0,0,1,December,1065
891,72,Master,Together,29298.0,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,11,0,1,2,Sep,11
10381,44,Graduation,Single,47691.0,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,11,0,0,1,July,21
3525,53,Graduation,Together,38200.0,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,1,2,December,17
6818,49,Graduation,Married,44989.0,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,11,0,1,1,Sep,369
3526,55,PhD,Married,38443.0,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,11,0,1,2,Yan,38
8181,45,2n Cycle,Single,38593.0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,11,0,0,1,Sep,177
1029,53,PhD,Together,64413.0,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,11,0,1,1,Aug,279
7369,42,Master,Married,36959.0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,Oct,62
2574,46,PhD,Married,61996.0,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,11,1,1,1,Yan,1230
8159,55,Graduation,Married,51287.0,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,11,0,1,2,Apr,182
1160,53,Graduation,Married,13260.0,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,11,0,1,2,Aug,49
10242,57,PhD,Together,47472.0,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,11,0,1,2,Sep,75
5253,67,Master,Together,54603.0,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,11,0,1,2,July,227
5966,49,PhD,Married,45207.0,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,11,0,1,2,November,215
5314,72,Graduation,Together,40689.0,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,11,0,1,1,March,444
5081,56,2n Cycle,Together,47821.0,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,11,0,1,2,Oct,47
5123,72,Master,Married,27450.0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,11,0,1,0,Apr,143
5756,40,Graduation,Together,39453.0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,11,0,1,1,Apr,55
8036,52,2n Cycle,Together,26850.0,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,11,0,1,2,Apr,63
9058,68,Graduation,Widow,79800.0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,11,1,0,0,Sep,1867
5057,62,Master,Married,61794.0,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,11,0,1,1,Sep,611
254,68,Graduation,Together,53863.0,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,11,0,1,1,May,473
4179,64,Graduation,Together,24221.0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,11,0,1,0,Aug,55
3710,39,PhD,Single,39684.0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,11,1,0,1,Oct,81
7627,48,Master,Married,92163.0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,11,1,1,0,December,2086
4501,58,Master,Single,69882.0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,11,0,0,0,November,1478
6424,46,Graduation,Together,33178.0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,11,0,1,1,Yan,49
3075,51,PhD,Married,59973.0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,11,0,1,0,Sep,382
4992,48,Master,Together,17459.0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,11,1,1,1,Sep,69
5252,54,Graduation,Divorced,23910.0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,11,0,0,1,Oct,67
7444,54,Master,Married,42169.0,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,11,0,1,2,Oct,30
6919,45,2n Cycle,Married,26224.0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,11,0,1,1,Jun,63
3537,42,Graduation,Together,31089.0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,11,0,1,1,Aug,79
10277,62,Graduation,Single,30081.0,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,11,0,0,1,Feb,42
2453,63,Graduation,Together,62807.0,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,11,0,1,1,Aug,819
7972,68,Graduation,Single,72906.0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,11,0,0,0,Sep,1151
895,75,PhD,Married,61467.0,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,11,0,1,2,December,594
1177,57,Master,Together,49618.0,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,11,0,1,2,Yan,129
7141,37,Master,Single,21888.0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,11,1,0,1,December,213
7232,50,Graduation,Widow,42429.0,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,11,0,0,1,Feb,67
8477,67,Graduation,Divorced,26150.0,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,11,0,0,3,March,28
2457,48,Basic,Married,30801.0,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,11,0,1,1,Oct,45
988,58,Graduation,Married,81168.0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,11,0,1,0,May,1193
7930,54,Master,Single,26877.0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,11,0,0,0,Aug,268
4587,79,Master,Widow,45006.0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,11,0,0,0,July,266
6682,50,Basic,Married,18978.0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,December,37
6222,56,Graduation,Married,22574.0,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,11,0,1,3,Oct,37
10299,54,PhD,Single,48240.0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,11,1,0,0,November,882
3083,49,Graduation,Married,45837.0,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,11,0,1,2,July,373
8953,58,Master,Single,35791.0,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,11,0,0,3,May,35
1503,47,PhD,Together,162397.0,03-06-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,11,0,1,2,Jun,107
8650,45,Graduation,Widow,54162.0,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,11,0,0,2,March,42
10862,63,Master,Married,30522.0,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,11,0,1,1,Aug,326
2782,62,PhD,Married,54456.0,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,11,0,1,1,July,404
6941,52,Graduation,Single,31632.0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,11,0,0,0,July,95
10972,74,Graduation,Widow,72298.0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,11,0,0,0,March,939
10708,45,2n Cycle,Single,36975.0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,11,0,0,1,December,33
6583,68,2n Cycle,Married,72635.0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,11,0,1,0,Jun,981
3641,47,Graduation,Married,13624.0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,11,0,1,1,Yan,36
10156,48,Graduation,Single,84196.0,03-06-2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,11,0,0,1,Jun,1237
4299,63,Graduation,Together,70971.0,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,11,1,1,1,Sep,1825
3469,46,PhD,Divorced,34487.0,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,11,0,0,2,Sep,103
5063,46,Graduation,Single,28769.0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,11,0,0,1,December,191
10727,53,PhD,Married,69084.0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,11,0,1,1,November,1586
9624,65,PhD,Together,65488.0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,11,0,1,0,Jun,963
5156,53,2n Cycle,Married,62466.0,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,11,0,1,1,Yan,889
4376,63,2n Cycle,Single,32218.0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,11,1,0,0,Feb,93
8923,50,Graduation,Single,83917.0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,11,1,0,0,Apr,1587
8461,61,Graduation,Divorced,46102.0,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,0,3,March,16
6945,71,Graduation,Single,84574.0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,11,0,0,0,Jun,1375
944,61,Graduation,Married,56181.0,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,11,0,1,1,Yan,393
1907,73,Master,Divorced,63120.0,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,11,1,0,1,Sep,1477
701,52,Graduation,Married,73691.0,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,11,0,1,1,November,1179
3856,63,Graduation,Together,63381.0,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,11,0,1,1,Oct,1005
4149,75,PhD,Together,76140.0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,11,0,1,0,May,1348
2131,64,PhD,Divorced,62859.0,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,11,0,0,1,December,1307
2942,59,Graduation,Single,45906.0,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,11,0,0,1,May,486
1173,76,Master,Together,77632.0,10-03-2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,11,1,1,0,March,2252
4381,52,PhD,Married,46463.0,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,11,0,1,2,Aug,235
4611,53,Graduation,Together,105471.0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,11,1,1,0,Yan,1724
3376,53,Master,Divorced,55282.0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,11,0,0,1,December,235
4679,46,Master,Married,78710.0,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,11,0,1,1,May,1092
10928,65,Graduation,Together,66886.0,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,11,0,1,1,Sep,599
4248,63,Master,Single,98777.0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,11,0,0,0,Feb,2008
6728,38,Graduation,Together,29103.0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,11,0,1,1,Aug,48
6661,49,Graduation,Married,67445.0,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,11,0,1,1,Aug,1174
4725,73,PhD,Together,50616.0,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,11,0,1,1,Apr,67
3277,68,Graduation,Divorced,49431.0,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,11,0,0,1,Aug,365
5555,48,Graduation,Divorced,153924.0,07-02-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,Feb,6
2564,70,Graduation,Together,61278.0,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,11,0,1,1,Yan,165
946,65,2n Cycle,Together,26490.0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,11,0,1,0,Sep,210
3867,76,PhD,Together,73059.0,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,11,0,1,1,Aug,1095
6940,57,PhD,Single,46734.0,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,11,0,0,3,Oct,223
55,60,Graduation,Together,56253.0,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,11,0,1,1,December,597
7093,38,Graduation,Married,19986.0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,11,0,1,1,November,22
5084,48,Graduation,Widow,58330.0,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,11,0,0,1,December,1064
1777,43,Basic,Married,25965.0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,11,0,1,0,Sep,74
8162,67,Master,Together,14661.0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,11,0,1,0,Yan,26
10826,64,Graduation,Married,18690.0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,11,0,1,0,December,60
8754,49,PhD,Together,45068.0,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,11,0,1,1,May,20
1987,36,Basic,Single,21063.0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,11,0,0,1,Sep,59
11007,55,PhD,Married,29187.0,09-05-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,May,34
7426,52,2n Cycle,Married,54690.0,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,11,0,1,2,November,198
9153,59,PhD,Married,59304.0,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,11,0,1,1,July,1048
10379,61,Master,Single,59247.0,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,11,0,0,2,November,574
9204,53,Graduation,Widow,66731.0,12-09-2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,11,0,0,1,Sep,1029
3197,43,Graduation,Married,77353.0,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,11,0,1,1,December,670
2920,48,PhD,Single,52614.0,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,11,0,0,1,December,990
6961,49,Graduation,Married,26751.0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,11,0,1,2,May,11
4673,60,PhD,Married,81300.0,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,11,1,1,1,Oct,1241
9937,44,Graduation,Single,70337.0,02-01-2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,11,0,0,0,Yan,576
8779,38,2n Cycle,Married,36145.0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,11,1,1,1,Jun,172
9596,43,PhD,Single,65295.0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,11,0,0,0,December,664
2891,60,Graduation,Divorced,68118.0,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,11,0,0,1,Oct,928
4910,56,Graduation,Divorced,68743.0,30-08-2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,11,0,0,0,Aug,2074
75,41,2n Cycle,Together,41039.0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,11,0,1,0,July,467
10120,68,Graduation,Together,38946.0,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,11,0,1,1,Oct,257
6327,56,Graduation,Together,65777.0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,11,0,1,0,December,1146
10142,47,PhD,Divorced,66476.0,07-03-2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,11,0,0,1,March,689
9826,51,PhD,Single,86857.0,12-09-2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,11,1,0,0,Sep,2114
